followers,post_type,hashtags_count,caption_length,likes,comments,shares,saves,posting_day,posting_hour,predicted_reach
16255,0,10,719,777,91,186,453,0,20,14573
2973,0,22,599,126,11,41,66,1,9,1619
1449,1,0,869,184,19,42,47,4,20,2319
23263,1,10,195,4430,148,1240,2747,4,15,75810
9737,0,17,865,468,23,45,149,3,4,3892
1398,1,17,262,174,11,36,39,3,19,4085
79578,2,20,22,5307,246,549,2052,1,2,21916
1392,0,29,308,72,2,18,35,0,2,630
18313,1,25,85,2457,123,391,453,4,1,23014
62229,1,15,60,1848,144,297,835,5,20,64985
4600,1,12,796,533,49,52,299,3,3,4173
2801,1,6,158,186,18,31,50,4,21,5605
2441,1,0,740,123,4,27,59,0,17,1485
5920,2,25,131,463,31,115,156,2,1,5532
2097,2,15,220,85,3,8,29,0,23,1146
18172,1,0,289,1617,111,437,453,4,5,11174
1464,2,16,547,59,4,13,26,4,2,672
11182,1,5,694,716,53,169,228,1,20,12547
86193,1,1,165,11458,1264,3722,6276,4,2,93661
25727,1,16,247,1955,200,347,1196,3,1,33438
14826,0,5,385,1111,96,141,664,5,2,4798
5984,2,13,91,401,43,96,89,1,16,6106
15168,1,17,501,1422,129,509,214,4,13,28936
11731,1,5,365,822,85,189,293,0,6,11713
8829,2,9,934,876,70,284,436,4,21,18775
2601,0,23,282,119,9,35,73,0,20,3057
33153,1,17,589,5064,481,1167,2657,0,5,62482
9461,0,26,53,578,18,155,246,4,7,11556
3746,2,8,582,204,18,40,31,0,18,3158
7377,2,7,132,598,68,140,326,5,18,10193
8519,1,27,358,1532,144,348,352,2,11,22056
26863,1,9,717,2302,76,662,393,1,4,12909
20342,1,16,339,1026,65,203,571,4,4,14566
22499,2,22,418,1649,169,173,691,6,13,31906
666,1,29,332,69,8,21,14,2,16,1160
8571,1,28,120,1714,108,480,568,0,15,26717
10347,2,25,779,528,55,190,97,0,3,2778
790,1,5,98,46,4,9,20,1,7,836
5012,0,13,442,267,10,26,75,2,2,2461
21924,1,21,719,2538,269,282,1433,2,20,50337
2712,3,21,803,37,2,11,11,4,4,598
11995,1,5,721,2208,184,210,848,0,22,12713
4134,0,25,108,120,9,41,20,6,23,2978
682,1,6,548,68,6,10,18,3,6,1018
4640,1,11,610,665,64,229,314,6,17,13058
56366,0,2,155,3502,244,1075,1757,4,23,37422
24757,1,13,703,1698,186,571,444,4,7,37686
48625,3,21,266,1283,131,178,498,4,10,20201
10537,1,18,198,1647,165,417,891,1,13,41835
2243,1,22,249,147,10,15,48,1,17,2623
12409,1,15,880,1673,55,226,349,4,12,31010
9587,0,6,908,447,33,75,158,5,5,2139
28402,2,7,512,1140,126,338,496,3,12,34168
2048,1,17,717,269,12,22,39,2,0,2605
10548,1,24,818,1459,172,504,457,2,10,20823
2938,1,12,686,267,27,25,117,0,6,2195
6388,1,20,828,553,51,103,335,2,9,11867
20554,1,8,280,1295,117,128,443,6,1,10983
10194,0,9,529,559,46,170,124,2,15,7898
7571,2,20,559,511,48,59,206,3,4,4808
8024,2,22,123,561,38,190,158,2,15,9715
9727,1,26,348,1081,114,253,268,6,22,13969
23557,3,8,577,728,67,261,313,3,15,10888
33896,0,14,952,1489,148,241,877,1,14,25806
47128,1,19,995,3211,325,678,1765,3,8,85491
23690,1,1,368,4236,162,1199,985,1,0,31324
6183,1,24,659,585,20,189,301,3,8,15031
17977,1,12,623,2647,270,533,676,4,10,27603
9133,1,1,343,861,45,295,245,6,4,6016
4908,0,18,698,254,20,28,150,5,5,1511
28070,1,25,178,2044,142,587,1199,1,7,59739
1087,0,1,348,53,1,9,11,1,14,482
35305,2,2,807,1618,54,170,283,2,15,14311
9783,0,5,270,287,29,54,82,1,17,3054
15708,0,2,896,849,71,287,362,3,11,7149
16653,1,30,744,2034,156,750,1159,4,22,39102
34323,1,9,208,1651,189,318,333,4,3,19288
15686,2,23,220,678,30,231,234,2,21,23351
14776,1,26,296,2129,113,485,587,3,15,39584
1534,1,5,701,247,24,71,37,3,22,2207
11459,2,22,771,618,61,54,325,0,10,5784
2940,1,15,752,375,24,90,202,1,21,6871
20558,0,16,481,986,113,94,247,2,23,11045
11268,1,18,491,1253,143,194,272,4,21,25362
17602,2,2,32,1676,52,410,359,6,6,9537
1138,1,17,569,54,2,17,19,5,23,1109
1829,1,6,118,166,17,40,43,0,14,3412
19398,0,8,305,716,43,254,281,3,16,10972
1622,0,19,15,60,2,19,19,1,14,668
1608,1,11,559,237,23,28,58,4,9,3527
682,1,4,690,86,6,16,43,6,3,706
47525,0,2,877,759,56,209,164,0,21,15571
20563,2,10,804,451,21,160,240,3,16,12906
7036,2,24,212,330,29,122,137,4,3,5284
5776,1,29,334,607,48,184,332,4,21,22127
6954,2,3,834,579,28,143,84,3,22,4909
22851,0,4,794,872,52,263,443,3,21,20484
16742,1,0,253,932,78,146,157,2,10,11948
3572,1,26,336,671,75,107,406,4,3,8929
3369,2,27,996,408,46,110,198,3,11,4628
2053,2,30,56,159,8,53,47,5,22,1651
16695,1,28,770,1462,140,535,437,6,9,21416
22182,2,17,600,773,77,137,434,6,13,25750
5119,0,11,631,227,23,71,132,5,17,2737
817,2,12,22,67,5,22,38,6,5,582
1786,3,8,916,17,0,4,9,0,4,334
52064,0,1,389,3254,320,583,1763,6,1,25630
5752,2,4,374,238,9,62,100,1,12,3844
22494,0,12,611,1298,52,324,204,6,22,8674
15198,1,15,351,1555,131,399,289,5,13,33811
7717,1,15,869,441,52,115,202,2,2,6334
3954,1,23,801,489,25,160,165,3,22,5630
2441,2,2,230,162,14,20,67,1,10,1237
14818,1,21,82,1002,57,185,256,2,21,28602
22850,1,3,755,3246,359,814,1491,4,22,30183
15988,2,10,781,325,27,51,85,1,3,3161
11834,3,22,634,231,11,85,84,5,12,3563
1142,0,25,55,27,1,4,10,2,7,1015
52361,3,13,513,969,66,209,223,3,7,29814
24545,0,28,283,963,39,325,548,3,22,20247
5697,2,2,564,146,5,14,58,6,12,2811
59158,1,15,217,4801,437,1542,2713,2,22,101416
14315,0,21,938,306,20,75,83,4,9,8033
13599,1,14,870,2069,197,174,471,6,12,30168
21179,1,27,624,1114,44,385,170,5,12,21981
25551,1,30,133,1496,126,129,283,2,23,25874
16527,0,9,19,613,42,140,132,0,16,6008
2556,1,8,338,281,9,25,51,2,5,1608
6693,2,10,196,392,30,37,227,2,1,4759
39983,1,15,552,3662,137,1249,2149,5,16,64078
4315,0,9,677,115,12,35,68,3,11,2068
7482,1,16,69,859,74,115,524,6,22,16550
8986,0,18,770,191,15,49,73,4,5,2734
9181,2,1,908,456,19,142,183,6,4,3159
14737,2,23,895,995,55,340,206,2,4,9231
43490,1,22,960,2872,213,618,604,1,8,33545
4630,1,1,791,532,46,183,276,3,21,9482
2443,2,5,451,83,3,18,46,3,2,928
3799,1,30,226,581,17,163,305,2,22,13163
33195,2,18,920,2270,138,836,1247,5,19,55484
16068,1,7,11,2107,154,307,586,1,4,9796
5551,2,25,545,187,8,23,69,2,6,4317
25887,1,28,727,1888,140,335,693,1,11,18974
30139,1,2,841,5235,316,650,3286,3,6,67692
28612,3,25,720,771,54,123,466,1,9,10662
38185,1,13,365,5073,310,1511,2206,6,7,117878
4860,1,24,635,738,63,161,155,2,16,8630
21600,0,15,801,639,21,119,172,0,4,7169
9757,1,0,676,1245,56,231,399,0,14,12757
28177,1,20,174,3488,240,465,1982,1,8,72369
20056,0,2,743,612,37,128,138,5,22,3572
22971,0,21,100,753,49,197,188,2,10,10024
16513,1,25,176,1978,202,230,620,4,12,37912
3429,2,17,968,170,18,62,101,0,17,2025
12312,1,8,216,1213,63,252,471,3,16,22129
63168,0,5,291,1155,121,415,529,6,23,28998
42061,1,22,74,7616,542,878,2529,2,8,161398
1162,0,20,897,19,1,5,4,2,9,613
3201,1,24,525,278,32,72,70,6,4,2763
2618,0,0,166,92,9,29,49,0,10,1104
19918,0,20,770,445,53,113,257,6,21,12048
26038,0,26,778,515,23,187,197,6,14,20916
4102,1,9,756,423,18,111,134,4,1,2712
11073,0,26,315,819,61,254,439,6,20,20353
28054,1,5,887,1396,122,472,657,3,19,36909
20296,1,22,991,1385,62,400,226,4,23,19328
12221,1,11,404,1228,131,285,386,3,23,20677
13886,1,3,83,823,64,129,391,0,13,11628
11150,2,27,196,805,53,266,340,2,4,8300
5797,0,12,583,263,22,57,162,3,23,4994
12986,1,16,346,1119,97,292,632,2,5,18872
18013,0,30,685,1167,39,115,201,1,21,11383
31491,0,26,577,484,58,108,240,1,14,13528
15671,1,7,632,1430,89,406,439,0,3,9382
21977,1,25,739,1547,54,387,735,0,9,28744
3116,2,19,249,208,22,43,92,5,18,5369
9786,1,2,542,1163,138,165,451,0,8,15462
640,3,11,150,14,1,2,7,1,20,344
4748,0,6,274,277,29,78,135,3,9,3529
19944,0,11,148,1077,92,153,620,6,3,12784
72572,0,1,468,2603,294,680,731,6,21,39419
2066,0,23,79,125,4,31,39,6,3,1344
8199,1,13,394,526,52,192,234,4,5,7085
24646,1,21,639,3469,313,323,2128,6,7,84726
3923,0,22,207,120,4,12,38,0,15,1663
12648,2,29,214,470,37,106,75,6,7,10479
20311,2,4,735,1311,100,305,472,4,15,11903
14856,1,8,577,1561,143,135,637,4,5,18107
3624,0,20,808,178,6,57,94,1,16,2446
7086,0,10,991,191,19,42,95,5,0,2775
23472,0,4,814,589,25,105,360,3,18,17540
12619,0,2,696,580,39,98,304,1,17,4172
578,1,26,868,77,8,25,22,0,16,944
21968,0,16,891,914,73,122,416,1,16,12654
1039,1,1,983,44,2,5,20,1,11,471
21040,3,23,649,243,8,33,152,1,11,6675
3893,1,30,440,469,42,123,99,0,5,4029
48077,2,0,899,1631,193,519,386,0,6,16939
7381,0,6,334,217,24,37,47,1,7,3906
6438,1,29,451,295,27,37,126,1,2,2711
2918,1,13,813,249,9,34,52,4,16,2894
5970,0,4,297,183,9,47,84,3,20,5321
31891,0,18,235,1152,53,171,615,4,7,25283
84631,1,27,73,7107,440,2403,2518,5,10,100372
7390,1,27,976,1122,57,119,467,3,19,25628
9429,1,30,947,641,33,54,376,5,17,9807
19705,1,10,569,2556,218,259,1075,3,15,38528
33099,1,22,723,2446,143,803,600,1,12,34004
13985,0,24,507,908,82,245,282,4,8,13841
7952,1,1,858,679,78,246,272,3,18,12219
8481,0,7,935,192,16,33,42,5,6,1680
18342,0,8,926,564,55,78,249,3,16,9289
548,3,26,69,17,1,4,10,0,7,386
14997,1,2,406,962,57,227,443,3,7,16604
7089,2,1,266,825,25,208,268,6,2,5727
24212,1,6,586,4333,151,776,1322,1,15,37713
1964,1,4,248,148,8,11,88,2,11,2405
13808,0,20,810,705,64,60,400,0,14,10623
10336,0,25,47,215,23,58,80,2,20,6294
15921,0,4,34,391,45,90,123,1,3,2248
1505,2,19,419,46,1,14,22,6,22,1268
13511,1,12,470,1765,210,291,523,2,6,22155
12865,1,20,580,448,26,143,90,3,10,11099
12837,1,28,997,2531,267,512,745,2,23,23240
14375,2,19,426,671,31,69,238,4,4,6206
17426,0,30,366,490,17,180,131,1,12,9636
25020,1,28,392,4292,274,981,1070,4,10,50844
5216,1,5,818,288,30,75,42,2,4,2310
26648,2,19,167,999,49,275,450,6,7,36782
10844,3,17,578,288,12,52,127,4,20,11270
1702,0,24,442,71,7,21,16,0,16,949
1405,2,1,57,80,9,26,48,2,10,1321
6602,2,24,337,278,8,53,95,5,18,6665
23549,0,25,442,1191,113,324,186,4,17,17697
18948,1,5,440,3267,188,987,819,3,9,55077
23811,1,8,65,3970,252,524,1906,2,4,31910
11424,3,24,586,197,14,34,47,6,23,3213
9202,0,2,277,348,23,37,59,5,0,3008
2892,2,0,78,207,15,52,91,6,16,2504
6466,1,0,737,689,56,217,272,0,16,7011
9037,2,18,911,339,24,87,174,3,0,6677
1891,1,4,610,175,16,22,90,2,0,2016
4238,1,12,458,446,42,106,272,6,22,10136
14177,2,18,802,1944,135,632,333,3,21,24647
20457,2,11,266,556,23,92,90,2,8,19879
96582,2,15,681,5726,501,1859,3571,2,3,72403
41071,0,24,499,1005,100,311,459,1,8,28582
15932,1,24,755,468,40,38,230,4,13,11282
8703,0,18,652,379,31,55,72,2,14,6574
15666,1,2,58,2225,112,529,395,0,15,22188
23602,1,11,668,3065,269,889,680,5,15,30154
2389,1,29,325,92,5,31,32,4,12,2162
8412,1,4,422,320,36,85,63,1,13,4983
27970,3,1,443,539,47,101,194,4,21,10850
7763,0,21,11,254,13,33,105,4,20,6287
13225,1,6,850,2102,152,636,303,2,8,24271
13792,1,12,961,551,58,75,109,0,22,6132
3558,0,24,154,77,4,21,25,2,8,2633
7246,0,14,965,328,25,42,55,6,20,5538
6608,2,21,375,533,48,54,111,0,3,3377
898,2,2,429,63,6,9,16,6,9,897
867,2,27,582,66,3,10,23,0,2,363
27229,3,20,794,281,22,75,138,3,20,21346
5283,0,19,570,323,36,39,67,2,8,4859
11449,1,30,853,927,108,328,465,6,18,22561
5822,1,4,453,563,50,135,315,1,15,9265
42871,1,23,925,7421,879,1649,3418,5,15,90017
5002,1,7,443,347,28,71,57,4,16,4320
8922,1,21,652,967,67,236,346,3,17,15986
31421,1,0,564,2126,169,173,988,6,9,29571
28171,1,7,66,2299,92,855,1424,1,20,54527
3588,0,23,571,147,9,35,89,5,18,3249
24841,1,17,973,3764,268,322,1265,5,21,62295
9692,1,19,986,1090,115,274,483,2,14,21358
10394,1,27,187,910,89,187,525,0,14,20051
2649,0,15,302,62,5,5,33,6,10,1934
1760,2,17,55,112,6,39,42,2,7,2106
20025,0,19,179,775,36,60,209,5,21,15187
10791,1,11,280,492,30,122,103,2,15,11276
9113,2,12,426,532,48,193,202,3,9,10845
20112,1,12,857,2926,157,428,1449,6,8,54028
22255,1,9,148,2374,162,359,1460,1,14,67237
3095,1,6,256,311,20,23,175,5,21,6011
14632,1,24,157,1491,147,141,362,6,4,14590
2681,2,13,239,100,10,8,49,3,19,4177
21377,2,29,801,776,72,249,220,1,1,6124
16548,1,23,646,1975,119,643,940,3,21,51962
47564,1,15,713,4961,342,1453,2319,4,15,84271
1571,0,14,383,102,4,18,28,0,17,833
1381,1,11,89,89,4,28,22,0,15,1636
5473,1,8,615,365,16,86,70,0,4,2678
5051,1,7,747,327,13,54,55,4,0,3388
4754,1,17,74,499,23,102,280,5,18,12021
36007,1,22,97,3341,161,316,562,5,9,51549
4806,0,17,97,180,7,64,33,4,20,6177
5260,1,12,722,194,16,50,50,0,12,3637
21869,1,27,735,1012,120,297,582,0,22,16315
9460,2,26,213,696,75,193,212,1,23,10772
22989,0,17,922,350,11,96,83,1,22,10499
1514,1,14,391,108,7,8,53,2,22,2013
10528,2,3,610,645,69,150,192,6,10,5181
1012,0,16,485,50,2,16,15,6,14,1119
1470,1,30,582,201,21,17,101,6,1,1671
36036,0,4,792,1652,137,597,439,3,5,9214
2749,1,21,615,215,24,43,124,1,20,5070
11902,1,15,828,1323,143,214,551,1,10,13839
8442,1,8,548,1211,110,284,490,1,14,23274
6900,1,9,223,495,44,156,134,1,8,9691
35013,2,23,83,3174,156,690,1745,4,11,64730
830,0,17,70,15,0,4,6,2,3,363
16850,0,16,707,447,30,100,98,1,22,4774
50113,2,17,552,1479,69,391,361,5,23,27892
12820,1,6,228,1703,66,198,632,3,13,30798
41927,2,3,21,2161,123,187,1129,6,21,28703
1305,1,25,823,119,12,13,71,1,2,1006
8639,2,4,424,291,9,46,135,4,20,8334
5019,1,27,41,468,26,70,182,5,16,3603
20185,2,22,169,1271,86,329,337,6,12,30503
60186,2,15,246,4865,369,1030,2291,0,7,80789
4946,1,2,748,257,11,22,159,0,11,2173
16427,0,25,190,490,57,41,183,6,11,10555
3811,1,17,838,288,23,29,64,2,11,3326
12997,0,28,567,1090,83,197,211,0,1,3539
9852,0,22,350,503,15,38,138,1,9,6580
54136,1,20,467,6110,450,1363,2570,6,22,93220
14567,1,13,89,1541,162,282,930,4,8,37130
6950,1,14,656,1361,67,328,393,2,0,14356
2317,1,16,781,268,16,78,78,5,3,2254
2959,1,0,996,327,10,49,123,1,22,2523
4329,0,24,829,170,20,20,100,0,13,2279
4834,0,20,768,123,4,19,42,3,15,2559
29018,0,16,482,2408,266,181,607,1,17,20680
12856,1,22,680,1446,84,160,322,3,1,9448
11615,0,24,724,332,27,99,121,5,5,2640
2328,1,10,121,270,24,38,143,3,2,2955
30006,1,16,989,3432,146,1281,980,5,19,57635
19746,2,25,301,1024,71,128,402,2,18,23552
1551,0,13,959,75,4,23,32,4,12,1487
18956,1,28,831,2092,73,599,759,0,16,19984
12263,1,19,640,1166,122,200,276,0,13,17561
1778,2,29,392,85,2,14,50,1,21,1632
9695,2,18,26,839,74,204,351,6,10,11645
10444,0,20,502,870,50,287,433,0,15,9214
3218,0,6,340,222,10,42,100,2,10,2278
44197,2,23,935,3213,289,299,2021,0,17,34966
28954,1,12,748,1775,145,332,649,1,1,12867
17085,1,17,882,3169,184,434,1110,0,22,24863
9806,1,22,495,868,66,309,276,4,20,32513
8459,1,29,415,934,48,265,298,5,7,16569
16289,2,13,126,1140,122,102,316,3,13,23777
12326,3,0,564,449,26,73,278,3,1,2870
1464,2,6,889,145,7,13,82,5,12,1134
11277,1,7,124,1106,108,358,329,3,9,21081
25129,2,17,804,1134,35,393,331,4,7,19257
9721,0,8,558,508,27,55,98,2,6,5682
1300,0,0,823,35,2,7,19,1,12,417
23646,2,28,634,1298,142,460,421,4,23,16789
3872,1,21,556,220,25,26,92,1,18,5166
4988,0,16,653,155,14,25,90,2,23,3300
3199,0,18,345,262,19,43,89,4,14,4048
6511,2,26,345,825,72,69,442,0,21,15010
21705,1,5,990,1944,130,166,686,6,1,10944
11490,1,2,931,1330,75,479,644,2,21,22599
3938,0,23,898,170,19,41,60,3,4,1473
32035,2,4,749,4284,173,715,1434,4,18,43874
32251,2,1,156,1517,92,286,948,2,0,22357
31170,1,19,131,4596,509,1330,2029,2,6,104834
4592,1,24,90,554,52,102,178,4,17,10374
9501,0,3,694,320,10,45,86,3,0,2813
63485,3,9,675,2574,82,271,420,5,0,14974
22676,1,9,671,4004,306,1175,1951,3,6,51697
913,2,23,384,114,8,14,37,2,16,1393
1511,1,20,579,114,7,10,61,1,5,1071
9852,2,10,72,547,31,111,175,5,19,11429
36489,2,26,513,4616,548,400,1502,5,11,30972
12105,1,15,677,827,45,301,432,2,19,20515
10831,3,25,458,393,29,103,150,4,14,7892
2171,1,28,437,125,8,15,71,4,12,3608
16540,0,28,877,319,14,40,137,4,11,6360
26398,1,29,436,1560,75,383,407,3,20,41158
7680,2,30,430,547,61,99,229,0,1,4625
22915,1,16,331,1682,180,516,245,4,20,49162
50563,0,15,922,1831,87,437,541,4,17,34426
3917,1,6,689,282,30,57,69,5,3,1451
11613,1,15,175,1263,61,459,583,1,9,37712
5577,1,2,606,701,60,134,147,1,10,4559
24115,1,25,966,2658,99,518,757,2,20,42377
13426,2,15,658,650,71,178,198,2,5,7168
15600,0,7,470,379,13,120,55,2,5,3962
24485,1,29,468,2285,182,600,380,4,8,46422
8061,1,11,198,889,89,252,262,1,19,24812
37492,0,2,473,1977,80,369,498,2,12,18737
11922,2,16,921,659,43,144,132,1,4,4090
3078,2,20,388,323,10,43,70,4,5,1960
18355,1,17,11,900,82,251,495,5,3,9963
24144,2,10,627,2609,150,369,1242,4,5,18370
6213,2,3,373,170,13,12,64,2,17,2651
29692,2,15,81,3787,431,1344,2218,4,12,106458
35989,0,16,436,1983,114,330,314,4,22,22323
5363,3,8,647,141,4,18,43,1,2,1133
62085,1,5,179,5280,479,820,2873,0,9,82627
2774,1,23,214,79,7,13,35,3,3,1472
3884,0,26,834,162,18,35,100,2,14,3074
3554,1,19,346,148,6,14,89,6,11,4510
34163,0,24,481,1534,100,139,347,0,14,17732
16432,0,1,204,406,43,66,250,5,20,9015
2974,1,8,679,509,52,83,307,6,9,9990
9205,2,27,662,497,42,54,161,2,11,5374
14829,2,20,284,1889,102,371,1174,0,21,44608
1807,1,28,16,226,12,36,36,4,7,2308
32609,2,5,914,1166,47,96,542,2,20,19644
24914,2,2,988,1900,214,647,519,0,20,22422
11054,2,19,575,634,28,216,131,3,2,5319
51726,0,5,625,1491,121,205,633,4,6,20926
8613,1,6,863,673,55,83,197,2,17,7475
62631,2,0,859,5638,356,1348,2639,5,2,21244
17035,1,22,582,3318,204,876,1348,5,14,48514
15604,1,0,608,1933,174,700,647,2,1,13500
3222,1,4,779,617,40,116,143,0,14,6254
32546,1,5,187,6355,336,1655,2772,2,12,174756
8865,1,12,251,1593,105,539,871,6,23,45401
3155,0,1,212,168,17,35,73,4,19,3023
690,1,14,552,44,5,4,19,1,9,843
12806,2,14,810,482,42,90,189,5,23,5036
11742,2,12,471,1008,101,116,335,0,23,7529
19559,0,25,89,808,62,64,295,3,23,10328
33644,3,24,532,649,55,195,405,2,23,16301
1741,1,13,426,167,19,24,84,4,7,4189
20223,1,25,775,633,43,47,223,2,15,10557
3612,2,21,393,209,7,70,76,3,15,3091
29797,2,6,400,1098,127,228,424,4,1,13106
26144,2,13,905,2105,213,308,977,3,8,34782
12173,1,30,808,1445,95,222,535,4,7,26337
19080,2,25,697,561,66,82,267,1,10,6729
6160,0,30,135,277,16,36,84,5,0,2333
10056,2,23,503,664,42,217,228,4,20,11728
26359,2,26,56,1129,95,142,636,3,10,21075
9722,1,30,727,527,28,128,160,0,17,4677
7142,1,28,485,555,51,54,340,5,20,12758
10724,2,9,958,754,32,271,171,6,14,10905
26925,0,16,628,1107,43,283,289,1,23,15633
6624,0,13,473,204,15,70,75,2,8,5471
3363,2,7,796,194,15,37,103,1,8,2532
19172,1,3,858,1123,44,357,560,1,0,11668
26728,2,25,132,1994,232,660,456,2,6,32578
2091,1,15,483,141,11,40,36,4,11,3152
4614,0,23,143,207,9,21,87,1,23,3023
2796,2,12,628,118,6,9,33,5,9,1558
6914,1,30,826,931,94,116,325,1,18,17045
9477,0,21,850,465,35,51,176,0,15,3707
21224,2,26,571,1674,78,489,724,5,5,14728
16296,1,24,858,1657,65,401,440,0,10,13419
15050,1,26,616,1364,93,317,304,5,18,22023
7016,1,19,789,815,49,122,275,3,18,14167
28125,2,17,32,1315,117,159,241,2,17,11512
10059,2,13,575,773,87,105,309,5,14,12095
58523,2,17,895,4173,218,814,2303,5,15,47981
15582,0,4,775,1046,111,310,211,4,13,12687
2524,2,25,974,140,15,21,27,4,7,2255
17413,1,8,244,1498,166,426,274,3,7,35947
6397,1,27,68,799,92,177,444,4,1,13409
17891,1,2,173,1807,191,615,331,6,5,20048
1582,2,7,780,178,14,25,110,6,12,2854
3383,2,19,835,295,19,62,93,4,12,4613
29541,0,21,225,870,64,90,264,6,20,30860
4365,1,9,192,528,57,92,99,0,11,5994
27713,2,21,578,1370,78,311,587,6,1,12204
5412,0,18,666,435,19,128,186,4,20,6345
15945,3,29,944,264,11,35,101,4,19,10385
18269,1,20,99,939,98,131,277,6,11,22231
11281,1,27,973,704,69,186,227,3,16,12830
5964,1,2,320,597,44,113,178,3,5,4558
4086,0,10,566,372,20,81,130,1,6,2659
1006,2,30,981,29,2,9,8,4,5,419
5934,1,10,266,618,20,138,291,4,20,18638
16383,2,30,542,1258,102,340,361,5,3,8933
42283,1,16,988,6211,409,1689,1953,4,20,180322
31242,0,15,542,1120,132,354,398,0,8,20153
22290,0,6,61,989,74,263,144,6,4,10115
23799,1,3,347,832,66,78,318,5,9,12841
16903,3,29,180,712,67,126,191,4,14,15496
5022,1,22,957,393,28,146,67,0,7,5929
36158,1,18,76,3642,182,487,2136,1,22,69991
17163,1,11,634,1834,143,460,551,5,3,16341
12829,1,14,309,1129,129,370,396,6,4,16701
2264,1,30,681,182,12,45,99,6,6,2826
9387,2,10,787,535,48,99,120,2,5,3491
9752,1,4,841,721,85,71,401,4,12,10589
30488,1,4,241,3858,403,707,1008,5,18,72686
12366,0,14,984,476,42,61,204,6,9,8657
7680,3,28,846,98,9,35,46,3,14,3274
56954,0,17,77,2965,338,858,1731,5,2,28069
2260,0,10,515,58,6,17,25,3,17,1136
8736,1,25,37,1042,122,214,379,4,13,14678
1143,1,11,958,58,5,6,24,0,2,448
20700,1,1,637,2063,133,319,499,3,10,15252
38029,1,19,60,2306,96,352,1104,5,9,59357
5428,2,14,702,152,9,33,35,5,16,1971
29815,0,19,269,1701,195,362,705,6,12,38176
5684,2,3,600,535,58,109,245,3,1,3059
36748,1,21,794,1427,110,319,828,1,12,39636
21534,1,17,629,787,61,292,285,6,18,26281
25014,1,5,972,1541,89,253,802,1,4,9313
772,1,22,595,94,6,24,21,1,15,1067
49875,2,26,696,4016,378,589,883,3,9,42639
19956,1,25,193,1109,73,238,442,3,11,30318
5952,1,18,32,468,21,63,203,5,19,9969
27026,1,10,795,4434,348,1075,2001,4,12,87074
5459,3,27,138,241,12,37,122,4,20,6081
31424,1,23,300,4719,555,406,1355,0,15,42011
2291,2,1,841,116,7,37,51,3,21,2410
18745,1,26,510,1361,152,154,320,6,20,29992
12170,0,7,195,301,15,55,75,6,0,5428
2022,0,28,488,105,4,22,18,4,21,1455
4653,1,10,580,628,53,128,318,4,8,13241
687,0,4,501,25,2,7,9,1,15,258
9988,0,17,522,337,27,85,87,1,18,9012
5877,2,22,652,481,24,78,199,6,14,7417
14182,2,29,76,923,30,83,291,6,17,12188
5791,2,17,814,244,20,74,134,1,21,6644
5848,0,13,476,277,11,50,110,2,11,3910
20891,0,21,294,438,26,149,69,4,13,19316
1240,0,9,610,26,2,5,16,1,2,229
35479,2,2,426,3468,134,1006,624,1,3,15034
29184,2,8,109,1082,44,386,521,3,5,20052
17030,1,2,198,1043,37,281,371,6,15,19600
13992,0,10,998,434,51,86,115,5,12,8273
33926,1,30,899,4757,308,1166,2248,1,11,50160
3574,1,11,867,314,35,74,64,3,21,7872
1733,1,11,397,68,3,17,38,0,11,1740
4606,1,2,250,444,43,52,118,1,1,2295
24240,2,20,791,1517,75,431,484,5,12,29386
1029,0,6,740,68,5,8,30,3,2,280
13613,0,13,426,1016,105,80,146,5,12,7547
81348,3,23,927,3962,409,1039,1480,1,1,14062
29537,0,27,185,867,87,95,501,0,18,23732
11554,0,10,396,906,94,277,430,1,8,10289
1486,0,6,480,75,3,25,24,3,19,1361
27201,0,24,862,1514,111,542,703,0,0,10163
14206,1,20,242,1612,118,442,965,0,12,45440
2331,2,9,672,156,17,34,36,0,1,932
1978,1,10,461,180,10,32,72,2,14,4126
36557,1,14,286,1049,119,233,270,3,18,51564
17093,1,18,238,870,61,114,486,2,15,25272
27016,1,15,180,2540,229,455,1255,5,10,36763
32176,2,21,744,1776,96,515,947,0,14,31738
13221,2,20,222,1051,70,147,633,2,5,11744
11429,0,27,291,266,24,41,68,1,13,6597
8943,2,19,50,432,32,129,72,2,5,5134
6217,1,11,131,778,88,99,222,4,18,21220
9053,3,17,236,229,22,34,77,5,4,2368
22800,1,22,303,978,79,78,437,0,10,16936
14316,3,12,609,811,89,236,431,0,3,3858
33957,2,4,276,2773,249,722,870,6,8,51891
9288,0,3,550,458,40,129,171,5,8,5117
14512,1,27,768,2586,134,360,1359,5,16,25324
15466,3,13,837,631,41,177,159,3,7,11092
13936,2,7,460,902,82,229,225,1,14,13238
18691,0,8,458,1275,140,235,548,6,8,18755
4565,2,24,765,115,6,23,40,5,4,1082
11272,1,18,70,858,42,210,519,6,3,13436
2150,0,2,511,27,2,6,8,5,19,741
7780,1,4,156,444,16,118,227,6,17,7442
10531,0,20,695,895,84,115,382,3,8,11576
16342,2,25,954,931,86,220,158,5,20,14723
45596,1,17,799,5973,370,1254,1105,2,2,41734
14268,2,0,343,1765,194,376,428,4,21,19881
20914,0,7,890,1445,108,311,308,4,8,16148
11086,1,18,962,1471,129,499,447,4,8,26009
15581,0,16,900,679,33,217,288,5,20,10358
